;klasyfikator_0;klasyfikator_1;Wynik statystyczne lepszy
276;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
277;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
278;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
279;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
280;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
281;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
282;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
283;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
284;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
285;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
286;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
287;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
288;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
289;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
290;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
291;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
292;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
293;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
294;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
295;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
296;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
297;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
298;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
299;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
300;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
301;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
302;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
303;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
304;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
305;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
306;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
307;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
308;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
309;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
310;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
311;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
312;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
313;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
314;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
315;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
316;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
317;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
318;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
319;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
320;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
321;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
322;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
323;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
324;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
325;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
326;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
327;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
328;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
329;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
330;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
331;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
332;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
333;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
334;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
335;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
336;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
337;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
338;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
339;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
340;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
341;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
342;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
343;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
344;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
345;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
346;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
347;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
348;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
349;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
350;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
351;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
352;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
353;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
354;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
355;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
356;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
357;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
358;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
359;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
360;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
361;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
362;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
363;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
364;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
365;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
366;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
367;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
368;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
369;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
370;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
371;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
372;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
373;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
374;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
375;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
376;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
377;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
378;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
379;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
380;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
381;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
382;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
383;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
384;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
385;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
386;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
387;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
388;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
389;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
390;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
391;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
392;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
393;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
394;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
395;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
396;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
397;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
398;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
399;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
400;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
401;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
402;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
403;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
404;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
405;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
406;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
407;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
408;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
409;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
410;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
411;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
412;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
413;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
414;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
415;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
416;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
417;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
418;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
419;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
420;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
421;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
422;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
423;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
424;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
425;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
426;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
427;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
428;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
429;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
430;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
431;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
432;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
433;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
434;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
435;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
436;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
437;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
438;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
439;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
440;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
441;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
442;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
443;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
444;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
445;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
446;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
447;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
448;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
449;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
450;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
451;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
452;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
453;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
454;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
455;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
456;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
457;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
458;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
459;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
460;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
461;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
462;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
463;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
464;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
465;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
466;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
467;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
468;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
469;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
470;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
471;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
472;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
473;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
474;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
475;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
476;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
477;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
478;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
479;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
480;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
481;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
482;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
483;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
484;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
485;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
486;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
487;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
488;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
489;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
490;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
491;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
492;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
493;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
494;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
495;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
496;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
497;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
498;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
499;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
500;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
501;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
502;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
503;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
504;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
505;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
506;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
507;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
508;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
509;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
510;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
511;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
512;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
513;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
514;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
515;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
516;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
517;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
518;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
519;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
520;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
521;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
522;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
523;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
524;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
525;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
526;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
527;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
528;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
529;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
530;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
531;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
532;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
533;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
534;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
535;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
536;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
537;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
538;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
539;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
540;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
541;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
542;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
543;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
544;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
545;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
546;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
547;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
548;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
549;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
550;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
551;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
552;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
553;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;0
554;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
