;klasyfikator_0;klasyfikator_1;adv
704;k = 1, metryka = minkowski, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 4;1
705;k = 1, metryka = minkowski, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 5;1
706;k = 1, metryka = minkowski, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 6;1
707;k = 1, metryka = minkowski, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 7;1
708;k = 1, metryka = minkowski, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 8;1
709;k = 1, metryka = minkowski, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 9;1
710;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 1;1
711;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 2;1
712;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 3;1
713;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 4;1
714;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 5;1
715;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 6;1
716;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 7;1
717;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 8;1
718;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 9;1
719;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 1;1
720;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 2;1
721;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 3;1
722;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 4;1
723;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 5;1
724;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 6;1
725;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 7;1
726;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 8;1
727;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 9;1
728;k = 1, metryka = minkowski, liczba cech = 8;k = 1, metryka = minkowski, liczba cech = 9;1
729;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 1;1
730;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 2;1
731;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 3;1
732;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 4;1
733;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 5;1
734;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 6;1
735;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 7;1
736;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 8;1
737;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 9;1
738;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 1;1
739;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 2;1
740;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 3;1
741;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 4;1
742;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 5;1
743;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 6;1
744;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 7;1
745;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 8;1
746;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 9;1
747;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 1;1
748;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 2;1
749;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 3;1
750;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 4;1
751;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 5;1
752;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 6;1
753;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 7;1
754;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 8;1
755;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 9;1
756;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 1;1
757;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 2;1
758;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 3;1
759;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 4;1
760;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 5;1
761;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 6;1
762;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 7;1
763;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 8;1
764;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
765;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 1;1
766;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 2;1
767;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 3;1
768;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 4;1
769;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 5;1
770;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 6;1
771;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 7;1
772;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 8;1
773;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 9;1
774;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 1;1
775;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 2;1
776;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 3;1
777;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 4;1
778;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 5;1
779;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 6;1
780;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 7;1
781;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 8;1
782;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 9;1
783;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 1;1
784;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 2;1
785;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 3;1
786;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 4;1
787;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 5;1
788;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 6;1
789;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 7;1
790;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 8;1
791;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 9;1
792;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 1;1
793;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 2;1
794;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 3;1
795;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 4;1
796;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 5;1
797;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 6;1
798;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 7;1
799;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 8;1
800;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 9;1
801;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 2;1
802;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 3;1
803;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 4;1
804;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 5;1
805;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 6;1
806;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 7;1
807;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 8;1
808;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 9;1
809;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 1;1
810;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 2;1
811;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 3;1
812;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 4;1
813;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 5;1
814;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 6;1
815;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 7;1
816;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 8;1
817;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 9;1
818;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 1;1
819;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 2;1
820;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 3;1
821;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 4;1
822;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 5;1
823;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 6;1
824;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 7;1
825;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 8;1
826;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 9;1
827;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 1;1
828;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 2;1
829;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 3;1
830;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 4;1
831;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 5;1
832;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 6;1
833;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 7;1
834;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 8;1
835;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 9;1
836;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 3;1
837;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 4;1
838;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 5;1
839;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 6;1
840;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 7;1
841;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 8;1
842;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 9;1
843;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 1;1
844;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 2;1
845;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 3;1
846;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 4;1
847;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 5;1
848;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 6;1
849;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 7;1
850;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 8;1
851;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 9;1
852;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 1;1
853;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 2;1
854;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 3;1
855;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 4;1
856;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 5;1
857;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 6;1
858;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 7;1
859;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 8;1
860;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 9;1
861;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 1;1
862;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 2;1
863;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 3;1
864;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 4;1
865;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 5;1
866;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 6;1
867;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 7;1
868;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 8;1
869;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 9;1
870;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = euclidean, liczba cech = 4;1
871;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = euclidean, liczba cech = 5;1
872;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = euclidean, liczba cech = 6;1
873;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = euclidean, liczba cech = 7;1
874;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = euclidean, liczba cech = 8;1
875;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = euclidean, liczba cech = 9;1
876;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 1;1
877;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 2;1
878;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 3;1
879;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 4;1
880;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 5;1
881;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 6;1
882;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 7;1
883;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 8;1
884;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 9;1
885;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 1;1
886;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 2;1
887;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 3;1
888;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 4;1
889;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 5;1
890;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 6;1
891;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 7;1
892;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 8;1
893;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 9;1
894;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 1;1
895;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 2;1
896;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 3;1
897;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 4;1
898;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 5;1
899;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 6;1
900;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 7;1
901;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 8;1
902;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 9;1
903;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = euclidean, liczba cech = 5;1
904;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = euclidean, liczba cech = 6;1
905;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = euclidean, liczba cech = 7;1
906;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = euclidean, liczba cech = 8;1
907;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = euclidean, liczba cech = 9;1
908;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 1;1
909;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 2;1
910;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 3;1
911;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 4;1
912;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 5;1
913;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 6;1
914;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 7;1
915;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 8;1
916;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 9;1
917;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 1;1
918;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 2;1
919;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 3;1
920;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 4;1
921;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 5;1
922;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 6;1
923;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 7;1
924;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 8;1
925;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 9;1
926;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 1;1
927;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 2;1
928;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 3;1
929;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 4;1
930;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 5;1
931;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 6;1
932;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 7;1
933;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 8;1
934;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 9;1
935;k = 5, metryka = euclidean, liczba cech = 5;k = 5, metryka = euclidean, liczba cech = 6;1
936;k = 5, metryka = euclidean, liczba cech = 5;k = 5, metryka = euclidean, liczba cech = 7;1
937;k = 5, metryka = euclidean, liczba cech = 5;k = 5, metryka = euclidean, liczba cech = 8;1
938;k = 5, metryka = euclidean, liczba cech = 5;k = 5, metryka = euclidean, liczba cech = 9;1
939;k = 5, metryka = euclidean, liczba cech = 5;k = 5, metryka = minkowski, liczba cech = 1;1
940;k = 5, metryka = euclidean, liczba cech = 5;k = 5, metryka = minkowski, liczba cech = 2;1
941;k = 5, metryka = euclidean, liczba cech = 5;k = 5, metryka = minkowski, liczba cech = 3;1
942;k = 5, metryka = euclidean, liczba cech = 5;k = 5, metryka = minkowski, liczba cech = 4;1
943;k = 5, metryka = euclidean, liczba cech = 5;k = 5, metryka = minkowski, liczba cech = 5;1
944;k = 5, metryka = euclidean, liczba cech = 5;k = 5, metryka = minkowski, liczba cech = 6;1
945;k = 5, metryka = euclidean, liczba cech = 5;k = 5, metryka = minkowski, liczba cech = 7;1
946;k = 5, metryka = euclidean, liczba cech = 5;k = 5, metryka = minkowski, liczba cech = 8;1
947;k = 5, metryka = euclidean, liczba cech = 5;k = 5, metryka = minkowski, liczba cech = 9;1
948;k = 5, metryka = euclidean, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 1;1
949;k = 5, metryka = euclidean, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 2;1
950;k = 5, metryka = euclidean, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 3;1
951;k = 5, metryka = euclidean, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 4;1
952;k = 5, metryka = euclidean, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 5;1
953;k = 5, metryka = euclidean, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 6;1
954;k = 5, metryka = euclidean, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 7;1
955;k = 5, metryka = euclidean, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 8;1
956;k = 5, metryka = euclidean, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 9;1
957;k = 5, metryka = euclidean, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 1;1
958;k = 5, metryka = euclidean, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 2;1
959;k = 5, metryka = euclidean, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 3;1
960;k = 5, metryka = euclidean, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 4;1
961;k = 5, metryka = euclidean, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 5;1
962;k = 5, metryka = euclidean, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 6;1
963;k = 5, metryka = euclidean, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 7;1
964;k = 5, metryka = euclidean, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 8;1
965;k = 5, metryka = euclidean, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 9;1
966;k = 5, metryka = euclidean, liczba cech = 6;k = 5, metryka = euclidean, liczba cech = 7;1
967;k = 5, metryka = euclidean, liczba cech = 6;k = 5, metryka = euclidean, liczba cech = 8;1
968;k = 5, metryka = euclidean, liczba cech = 6;k = 5, metryka = euclidean, liczba cech = 9;1
969;k = 5, metryka = euclidean, liczba cech = 6;k = 5, metryka = minkowski, liczba cech = 1;1
970;k = 5, metryka = euclidean, liczba cech = 6;k = 5, metryka = minkowski, liczba cech = 2;1
971;k = 5, metryka = euclidean, liczba cech = 6;k = 5, metryka = minkowski, liczba cech = 3;1
972;k = 5, metryka = euclidean, liczba cech = 6;k = 5, metryka = minkowski, liczba cech = 4;1
973;k = 5, metryka = euclidean, liczba cech = 6;k = 5, metryka = minkowski, liczba cech = 5;1
974;k = 5, metryka = euclidean, liczba cech = 6;k = 5, metryka = minkowski, liczba cech = 6;1
975;k = 5, metryka = euclidean, liczba cech = 6;k = 5, metryka = minkowski, liczba cech = 7;1
976;k = 5, metryka = euclidean, liczba cech = 6;k = 5, metryka = minkowski, liczba cech = 8;1
977;k = 5, metryka = euclidean, liczba cech = 6;k = 5, metryka = minkowski, liczba cech = 9;1
978;k = 5, metryka = euclidean, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 1;1
979;k = 5, metryka = euclidean, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 2;1
980;k = 5, metryka = euclidean, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 3;1
981;k = 5, metryka = euclidean, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 4;1
982;k = 5, metryka = euclidean, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 5;1
