;klasyfikator_0;klasyfikator_1;adv
983;k = 5, metryka = euclidean, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 6;1
984;k = 5, metryka = euclidean, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 7;1
985;k = 5, metryka = euclidean, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 8;1
986;k = 5, metryka = euclidean, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 9;1
987;k = 5, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 1;1
988;k = 5, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 2;1
989;k = 5, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 3;1
990;k = 5, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 4;1
991;k = 5, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 5;1
992;k = 5, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 6;1
993;k = 5, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 7;1
994;k = 5, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 8;1
995;k = 5, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 9;1
996;k = 5, metryka = euclidean, liczba cech = 7;k = 5, metryka = euclidean, liczba cech = 8;1
997;k = 5, metryka = euclidean, liczba cech = 7;k = 5, metryka = euclidean, liczba cech = 9;1
998;k = 5, metryka = euclidean, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 1;1
999;k = 5, metryka = euclidean, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 2;1
1000;k = 5, metryka = euclidean, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 3;1
1001;k = 5, metryka = euclidean, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 4;1
1002;k = 5, metryka = euclidean, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 5;1
1003;k = 5, metryka = euclidean, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 6;1
1004;k = 5, metryka = euclidean, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 7;1
1005;k = 5, metryka = euclidean, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 8;1
1006;k = 5, metryka = euclidean, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 9;1
1007;k = 5, metryka = euclidean, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 1;1
1008;k = 5, metryka = euclidean, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 2;1
1009;k = 5, metryka = euclidean, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 3;1
1010;k = 5, metryka = euclidean, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 4;1
1011;k = 5, metryka = euclidean, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 5;1
1012;k = 5, metryka = euclidean, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 6;1
1013;k = 5, metryka = euclidean, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 7;1
1014;k = 5, metryka = euclidean, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 8;1
1015;k = 5, metryka = euclidean, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 9;1
1016;k = 5, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 1;1
1017;k = 5, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 2;1
1018;k = 5, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 3;1
1019;k = 5, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 4;1
1020;k = 5, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 5;1
1021;k = 5, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 6;1
1022;k = 5, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 7;1
1023;k = 5, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 8;1
1024;k = 5, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 9;1
1025;k = 5, metryka = euclidean, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 9;1
1026;k = 5, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 1;1
1027;k = 5, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 2;1
1028;k = 5, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 3;1
1029;k = 5, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 4;1
1030;k = 5, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 5;1
1031;k = 5, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 6;1
1032;k = 5, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 7;1
1033;k = 5, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 8;1
1034;k = 5, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 9;1
1035;k = 5, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 1;1
1036;k = 5, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 2;1
1037;k = 5, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 3;1
1038;k = 5, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 4;1
1039;k = 5, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 5;1
1040;k = 5, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 6;1
1041;k = 5, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 7;1
1042;k = 5, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 8;1
1043;k = 5, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 9;1
1044;k = 5, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 1;1
1045;k = 5, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 2;1
1046;k = 5, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 3;1
1047;k = 5, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 4;1
1048;k = 5, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 5;1
1049;k = 5, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 6;1
1050;k = 5, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 7;1
1051;k = 5, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 8;1
1052;k = 5, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
1053;k = 5, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 1;1
1054;k = 5, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 2;1
1055;k = 5, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 3;1
1056;k = 5, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 4;1
1057;k = 5, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 5;1
1058;k = 5, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 6;1
1059;k = 5, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 7;1
1060;k = 5, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 8;1
1061;k = 5, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 9;1
1062;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 1;1
1063;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 2;1
1064;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 3;1
1065;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 4;1
1066;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 5;1
1067;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 6;1
1068;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 7;1
1069;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 8;1
1070;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 9;1
1071;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 1;1
1072;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 2;1
1073;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 3;1
1074;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 4;1
1075;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 5;1
1076;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 6;1
1077;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 7;1
1078;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 8;1
1079;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 9;1
1080;k = 5, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 2;1
1081;k = 5, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 3;1
1082;k = 5, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 4;1
1083;k = 5, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 5;1
1084;k = 5, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 6;1
1085;k = 5, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 7;1
1086;k = 5, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 8;1
1087;k = 5, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 9;1
1088;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 1;1
1089;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 2;1
1090;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 3;1
1091;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 4;1
1092;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 5;1
1093;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 6;1
1094;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 7;1
1095;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 8;1
1096;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 9;1
1097;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 1;1
1098;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 2;1
1099;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 3;1
1100;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 4;1
1101;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 5;1
1102;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 6;1
1103;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 7;1
1104;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 8;1
1105;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 9;1
1106;k = 5, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 3;1
1107;k = 5, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 4;1
1108;k = 5, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 5;1
1109;k = 5, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 6;1
1110;k = 5, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 7;1
1111;k = 5, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 8;1
1112;k = 5, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 9;1
1113;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 1;1
1114;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 2;1
1115;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 3;1
1116;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 4;1
1117;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 5;1
1118;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 6;1
1119;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 7;1
1120;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 8;1
1121;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 9;1
1122;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 1;1
1123;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 2;1
1124;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 3;1
1125;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 4;1
1126;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 5;1
1127;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 6;1
1128;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 7;1
1129;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 8;1
1130;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 9;1
1131;k = 5, metryka = minkowski, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 4;1
1132;k = 5, metryka = minkowski, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 5;1
1133;k = 5, metryka = minkowski, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 6;1
1134;k = 5, metryka = minkowski, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 7;1
1135;k = 5, metryka = minkowski, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 8;1
1136;k = 5, metryka = minkowski, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 9;1
1137;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 1;1
1138;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 2;1
1139;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 3;1
1140;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 4;1
1141;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 5;1
1142;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 6;1
1143;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 7;1
1144;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 8;1
1145;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 9;1
1146;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 1;1
1147;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 2;1
1148;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 3;1
1149;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 4;1
1150;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 5;1
1151;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 6;1
1152;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 7;1
1153;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 8;1
1154;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 9;1
1155;k = 5, metryka = minkowski, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 5;1
1156;k = 5, metryka = minkowski, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 6;1
1157;k = 5, metryka = minkowski, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 7;1
1158;k = 5, metryka = minkowski, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 8;1
1159;k = 5, metryka = minkowski, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 9;1
1160;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 1;1
1161;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 2;1
1162;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 3;1
1163;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 4;1
1164;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 5;1
1165;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 6;1
1166;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 7;1
1167;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 8;1
1168;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 9;1
1169;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 1;1
1170;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 2;1
1171;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 3;1
1172;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 4;1
1173;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 5;1
1174;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 6;1
1175;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 7;1
1176;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 8;1
1177;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 9;1
1178;k = 5, metryka = minkowski, liczba cech = 5;k = 5, metryka = minkowski, liczba cech = 6;1
1179;k = 5, metryka = minkowski, liczba cech = 5;k = 5, metryka = minkowski, liczba cech = 7;1
1180;k = 5, metryka = minkowski, liczba cech = 5;k = 5, metryka = minkowski, liczba cech = 8;1
1181;k = 5, metryka = minkowski, liczba cech = 5;k = 5, metryka = minkowski, liczba cech = 9;1
1182;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 1;1
1183;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 2;1
1184;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 3;1
1185;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 4;1
1186;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 5;1
1187;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 6;1
1188;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 7;1
1189;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 8;1
1190;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 9;1
1191;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 1;1
1192;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 2;1
1193;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 3;1
1194;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 4;1
1195;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 5;1
1196;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 6;1
1197;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 7;1
1198;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 8;1
1199;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 9;1
1200;k = 5, metryka = minkowski, liczba cech = 6;k = 5, metryka = minkowski, liczba cech = 7;1
1201;k = 5, metryka = minkowski, liczba cech = 6;k = 5, metryka = minkowski, liczba cech = 8;1
1202;k = 5, metryka = minkowski, liczba cech = 6;k = 5, metryka = minkowski, liczba cech = 9;1
1203;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 1;1
1204;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 2;1
1205;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 3;1
1206;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 4;1
1207;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 5;1
1208;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 6;1
1209;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 7;1
1210;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 8;1
1211;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 9;1
1212;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 1;1
1213;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 2;1
1214;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 3;1
1215;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 4;1
1216;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 5;1
1217;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 6;1
1218;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 7;1
1219;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 8;1
1220;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 9;1
1221;k = 5, metryka = minkowski, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 8;1
1222;k = 5, metryka = minkowski, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 9;1
1223;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 1;1
1224;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 2;1
1225;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 3;1
1226;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 4;1
1227;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 5;1
1228;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 6;1
1229;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 7;1
1230;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 8;1
1231;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 9;1
1232;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 1;1
1233;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 2;1
1234;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 3;1
1235;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 4;1
1236;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 5;1
1237;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 6;1
1238;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 7;1
1239;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 8;1
1240;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 9;1
1241;k = 5, metryka = minkowski, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 9;1
1242;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 1;1
1243;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 2;1
1244;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 3;1
1245;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 4;1
1246;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 5;1
1247;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 6;1
1248;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 7;1
1249;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 8;1
1250;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 9;1
1251;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 1;1
1252;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 2;1
1253;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 3;1
1254;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 4;1
1255;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 5;1
1256;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 6;1
