;klasyfikator_0;klasyfikator_1;statistic;pvalue
714;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 5;-4.732783507666285;0.0010697091832030637
715;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 6;-6.517268866200933;0.00010923686055853275
716;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 7;-4.4790986295600845;0.0015344130577075283
717;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 8;-5.276734952024013;0.000509301831426347
718;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 9;-3.52015191534324;0.006513887599831613
719;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 1;-0.8115891778189798;0.4379642907744482
720;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 2;-0.008230568830222034;0.9936125840771864
721;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 3;-0.7425311921469151;0.4766975947744816
722;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 4;-5.140145446015785;0.0006111770454517152
723;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 5;-6.209678466058923;0.0001570316037136207
724;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 6;-4.920654952687908;0.0008238639395644745
725;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 7;-3.250469292025854;0.009989865556964161
726;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 8;-3.187367376912671;0.01105320003719099
727;k = 1, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 9;-5.693143650628194;0.00029687606540963204
728;k = 1, metryka = minkowski, liczba cech = 8;k = 1, metryka = minkowski, liczba cech = 9;0.19853287343465217;0.8470404441095565
729;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 1;3.2619505442587875;0.009808101786953623
730;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 2;3.9221589312979694;0.0034994713495898576
731;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 3;2.0520061003815417;0.0703849261357022
732;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 4;-0.36738600949715033;0.7218216063751999
733;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 5;-0.9975607861898054;0.34455555733029763
734;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 6;-0.8070792088524017;0.44042760900852784
735;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 7;-2.8656570329173716;0.018607970588209576
736;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 8;-2.8646492202266085;0.01863856922758441
737;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 9;-4.71132094606929;0.0011024619147786674
738;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 1;1.474602184391517;0.1744196066867271
739;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 2;3.868316435609035;0.00379851776322937
740;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 3;3.939872454938885;0.0034066210913032097
741;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 4;-1.6042560639566978;0.143120793957841
742;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 5;-0.4405923515200534;0.6699008163733332
743;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 6;-1.903695447149524;0.08935843040564037
744;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 7;-3.632197501879987;0.005466882086586012
745;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 8;-2.1696403407509877;0.058147534621743865
746;k = 1, metryka = minkowski, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 9;-4.576406465722612;0.001334639824128963
747;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 1;1.2732975649471046;0.2348150375301915
748;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 2;4.228737817000052;0.0022107299076921027
749;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 3;1.768684410003937;0.11073603820071735
750;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 4;-1.0471707198612947;0.32232792496639806
751;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 5;-2.1746662473991303;0.05767347251152816
752;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 6;-2.380227532627896;0.0412123188960968
753;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 7;-1.8938572669870442;0.09077506114933452
754;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 8;-2.0035167582448654;0.07611994677558062
755;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 9;-3.4003128718623943;0.007869426629161767
756;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 1;2.0243032448401665;0.07360870948143072
757;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 2;2.2405043022362885;0.05180057501354468
758;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 3;2.817267905060303;0.02013663559597267
759;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 4;-0.8063766855206898;0.44081216117983557
760;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 5;-0.508803897619548;0.62312781757659
761;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 6;-1.342715512011776;0.21224492519329133
762;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 7;-1.4307436637081319;0.186293319759272
763;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 8;-2.4538751255734157;0.03652379781282986
764;k = 1, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;-4.595418811553273;0.0012989663417350564
765;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 1;1.754394531793993;0.11325765575248277
766;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 2;2.966894439767753;0.015781808685382894
767;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 3;2.465195339310352;0.03585176511517477
768;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 4;-0.6911615492816624;0.5068982561230186
769;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 5;-1.4075553266964174;0.19284980418607353
770;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 6;-0.6623971762942497;0.524314645079323
771;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 7;-3.390753441418491;0.007989554212169018
772;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 8;-2.4373224421122517;0.03752910093088764
773;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 9;-2.5034684038610813;0.03366966918891564
774;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 1;0.7858490287698577;0.4521482670900149
775;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 2;2.9977886649280414;0.015010092559826639
776;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 3;2.240239901374318;0.05182294932355199
777;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 4;-1.8263003897966112;0.10108760584823154
778;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 5;-0.7612958708661723;0.46595911583293337
779;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 6;-2.1287956053390893;0.06214301854182893
780;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 7;-2.254929000490482;0.050594143456964356
781;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 8;-1.9466843421307276;0.08340961758598875
782;k = 1, metryka = minkowski, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 9;-2.4480128562408265;0.03687673138781256
783;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 1;1.3839722825195866;0.19972078344288272
784;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 2;2.8649371093707168;0.01862982326112448
785;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 3;1.715951765634281;0.12030634439136875
786;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 4;-1.093163791421822;0.30271674789058833
787;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 5;-1.5967189431978384;0.14479280082025817
788;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 6;-2.577849083603955;0.029801586624645174
789;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 7;-1.9422135504845555;0.08401036846807003
790;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 8;-2.2586687528081724;0.05028588303486031
791;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 9;-1.8659166610365021;0.09491440880035107
792;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 1;1.0508201747265673;0.32073699748685086
793;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 2;2.5285741009954434;0.032310877545541815
794;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 3;1.1148041646866702;0.29381682416168015
795;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 4;-1.250695359699988;0.24258199846093242
796;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 5;-0.5802655130113139;0.5759733082239287
797;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 6;-1.5878276039521864;0.14678774914109297
798;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 7;-2.4840586905331365;0.034759200758948054
799;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 8;-1.7849474936689491;0.10792944737290146
800;k = 1, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 9;-2.452020738903408;0.03663507460742474
801;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 2;1.2134570908765163;0.25583920457448056
802;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 3;0.5110676059319402;0.6216042184216739
803;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 4;-3.273083424242691;0.009635132321291052
804;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 5;-4.753841563136204;0.0010385872827175
805;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 6;-4.508278948992069;0.0014713419432284866
806;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 7;-5.742202853829364;0.0002790247959950743
807;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 8;-4.908413723021716;0.0008378712135190965
808;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 9;-6.6900413975332045;8.954726733477262e-05
809;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 1;-1.8997040137575198;0.08993063967392571
810;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 2;0.7815963931433999;0.4545207378293985
811;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 3;1.042045080130733;0.3245725627606194
812;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 4;-6.239707473983159;0.00015148582267341212
813;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 5;-2.8506584653887943;0.019068694735346434
814;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 6;-5.038968926860758;0.0007007675441985518
815;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 7;-7.768698546821413;2.7960021755893304e-05
816;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 8;-5.652716947832132;0.00031251824850658686
817;k = 5, metryka = euclidean, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 9;-8.393118266520068;1.5057895123159354e-05
818;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 1;-0.7296105153754405;0.4841835285156154
819;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 2;1.6460009772346573;0.13417118323139818
820;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 3;0.05526116660294889;0.9571377147974403
821;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 4;-4.122431203357386;0.002588537151145026
822;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 5;-5.1316048331784705;0.000618240013329774
823;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 6;-5.403667499296453;0.0004309347876121369
824;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 7;-4.380840896808295;0.0017689555485088666
825;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 8;-5.255163771541833;0.0005240890987062735
826;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 9;-5.748854103805798;0.0002766956426554142
827;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 1;-0.9897123403033942;0.3481751006457744
828;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 2;-0.12276704747329385;0.9049893213926801
829;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 3;-1.084148930600723;0.30648578972992074
830;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 4;-3.493265729498758;0.006795133439899976
831;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 5;-3.4760652276838337;0.00698170578334922
832;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 6;-3.8610218668241463;0.0038410666150112396
833;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 7;-3.4450639808828996;0.007331633738574396
834;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 8;-6.8464645458233635;7.50303488010218e-05
835;k = 5, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 9;-10.305898022438411;2.782959034446314e-06
836;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 3;-0.11650444190274263;0.9098110696129447
837;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 4;-3.8733493951590985;0.0037694515118168216
838;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 5;-6.168178684544203;0.00016506280742214442
839;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 6;-3.9257053031614646;0.0034806697653824055
840;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 7;-6.782519774165349;8.062829483480288e-05
841;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 8;-5.833398963333764;0.0002488590520905467
842;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 9;-5.933895248672995;0.00021966284646779147
843;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 1;-2.4628047165982676;0.03599265234432992
844;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 2;-0.22174200036232128;0.8294643909996642
845;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 3;-0.07693549777986687;0.9403580515055915
846;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 4;-4.664915465233152;0.0011770172192956511
847;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 5;-3.431378881940762;0.007491893535711451
848;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 6;-6.493543625407724;0.00011229104493904647
849;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 7;-5.705413485800932;0.0002922981173248481
850;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 8;-4.399315890341303;0.0017220882290924138
851;k = 5, metryka = euclidean, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 9;-8.007475207564582;2.19702489366966e-05
852;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 1;-2.052176524352299;0.0703655193945074
853;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 2;0.3015004700166182;0.7698830257098072
854;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 3;-0.7501975823195357;0.47229121010375996
855;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 4;-3.661875227547457;0.005220290351619945
856;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 5;-6.44803833066644;0.00011841290620922125
857;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 6;-5.446021150059691;0.00040777249361664635
858;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 7;-4.410351552516268;0.0016947273602491986
859;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 8;-5.8723013713189935;0.00023708518439370915
860;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 9;-5.723189418638139;0.0002858011111097051
861;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 1;-1.8317599927911998;0.10021512058670423
862;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 2;-1.1339915560441898;0.28609905253514295
863;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 3;-2.1193769275629912;0.06310142571936785
864;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 4;-3.6144922611765122;0.00561980001639794
865;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 5;-3.9672729527695894;0.0032680982992897055
866;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 6;-3.8270218045247835;0.004046140277768935
867;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 7;-4.7966765334500465;0.0009782419075592202
868;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 8;-5.47215855951076;0.0003941533306524511
869;k = 5, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 9;-6.03867644610835;0.00019313747129243898
870;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = euclidean, liczba cech = 4;-2.3630346267149687;0.04239006268465441
871;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = euclidean, liczba cech = 5;-3.4970145654055798;0.00675516727549913
872;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = euclidean, liczba cech = 6;-2.309512057796007;0.04627344135586649
873;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = euclidean, liczba cech = 7;-4.965571879987483;0.0007745871412909798
874;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = euclidean, liczba cech = 8;-4.1474413981925204;0.0024938591343948743
875;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = euclidean, liczba cech = 9;-4.2909445817004075;0.00201727351719158
876;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 1;-1.4836299012725331;0.1720592772119599
877;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 2;-0.06561700119128007;0.9491171937259814
878;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 3;0.06318792500838971;0.9509979880794064
879;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 4;-4.092608738985018;0.002706453165032863
880;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 5;-3.474972883678554;0.006993733933448242
881;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 6;-4.963583886743288;0.0007766996305228792
882;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 7;-4.221201908884157;0.0022354756339699813
883;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 8;-3.3798231959260656;0.0081292561306404
884;k = 5, metryka = euclidean, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 9;-4.285374391865955;0.0020338372595989735
885;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 1;-1.5838184430751112;0.1476953161525966
886;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 2;0.5108141737398874;0.6217746976580749
887;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 3;-0.4191091263059859;0.6849621734601223
888;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 4;-3.297470048814576;0.009267230187579566
889;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 5;-3.6138146044550514;0.005625741410688577
890;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 6;-4.670652701463754;0.0011675134596260388
891;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 7;-3.7144135634851096;0.004812014696161611
892;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 8;-4.875157532975036;0.0008772355266690025
893;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 9;-3.5223304987005872;0.006491638820027869
894;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 1;-1.2170485977535361;0.25453532119841593
895;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 2;-0.626666828803509;0.5464425450866568
896;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 3;-1.2819155914962774;0.23190840252571993
897;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 4;-3.3558198036364737;0.008445064197760388
898;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 5;-2.7454270993957595;0.022645595085794074
899;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 6;-4.35530702699103;0.001835985529522986
900;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 7;-3.7993169474107016;0.004221791326925565
901;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 8;-3.589115892206734;0.005846853956289696
902;k = 5, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 9;-4.065733136769572;0.0028176127481667397
903;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = euclidean, liczba cech = 5;-1.018648493989324;0.33497009041799114
904;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = euclidean, liczba cech = 6;-0.47640918240984115;0.6451362071351431
905;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = euclidean, liczba cech = 7;-3.333699049537575;0.008747431224291953
906;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = euclidean, liczba cech = 8;-1.9919393636413159;0.07755388382031927
907;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = euclidean, liczba cech = 9;-3.0137621413832303;0.014626400583276718
908;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 1;2.7012249949170437;0.02434480884353928
909;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 2;4.016371708319641;0.0030345995840294353
910;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 3;3.1569137701968586;0.011607701260822811
911;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 4;-1.7368800332294885;0.11642052252672418
912;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 5;-0.09547588010519484;0.9260289035248479
913;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 6;-1.8890026032103544;0.09148186750013727
914;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 7;-2.610102296294834;0.028266014282240872
915;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 8;-2.303616087898763;0.046722103021844014
916;k = 5, metryka = euclidean, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 9;-2.9019822564289384;0.017538676189856616
917;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 1;1.9668583492846956;0.08074911261664183
918;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 2;3.796831103767804;0.004237940693798128
919;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 3;3.113374814027129;0.012450911774095734
920;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 4;-0.8199344660821891;0.4334307224404256
921;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 5;-1.5731309096076425;0.15013927872226704
922;k = 5, metryka = euclidean, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 6;-3.081721561974895;0.013103477383435877
