;klasyfikator_0;klasyfikator_1;statistic;pvalue
356;k = 1, metryka = euclidean, liczba cech = 8;k = 1, metryka = minkowski, liczba cech = 6;3.0108572806105807;0.014695419242863748
357;k = 1, metryka = euclidean, liczba cech = 8;k = 1, metryka = minkowski, liczba cech = 7;3.248998512035556;0.01001340148795859
358;k = 1, metryka = euclidean, liczba cech = 8;k = 1, metryka = minkowski, liczba cech = 8;0.6859487853206053;0.5100278608399063
359;k = 1, metryka = euclidean, liczba cech = 8;k = 1, metryka = minkowski, liczba cech = 9;1.3269242547696563;0.21721186686476388
360;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 1;3.3626211154951386;0.008354302711481219
361;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 2;4.0220098416610846;0.0030089415106432688
362;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 3;3.3286986132826324;0.00881733146884848
363;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 4;0.5827589317056279;0.5743641351696545
364;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 5;-0.5519087709124729;0.5944479069700352
365;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 6;0.0021939557188751305;0.9982973387028304
366;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 7;-3.3588736003281876;0.00840418570769249
367;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 8;-2.146500265610988;0.060379466700754926
368;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 9;-2.6337695214927437;0.02719009262422408
369;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 1;2.2520650304512526;0.05083146599372705
370;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 2;6.230074641442726;0.0001532412299571301
371;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 3;3.9677605122155035;0.0032656881824866396
372;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 4;-1.7952650219271584;0.1061832395535746
373;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 5;0.46357047397403606;0.6539622912686254
374;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 6;-1.8334205500923437;0.09995114830534005
375;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 7;-2.681459412391175;0.025145873393879012
376;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 8;-2.0334496927884667;0.07252900298020817
377;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 9;-2.4731122897180806;0.035389106053063155
378;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 1;2.739348135817894;0.02287195722975555
379;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 2;5.224684256056236;0.0005457793965015459
380;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 3;2.8815835225122837;0.018131174968431335
381;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 4;-0.3581938495935829;0.7284558466715112
382;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 5;-1.3353145008055465;0.21456073153258043
383;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 6;-3.7210478384155987;0.004762902878181493
384;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 7;-2.043979723460101;0.07130475646561163
385;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 8;-2.073132480610306;0.06801797382098453
386;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 9;-1.591162797128029;0.1460365617505387
387;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 1;2.380839800465148;0.04117098016445
388;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 2;4.864057015779021;0.0008908141254173817
389;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 3;2.4395903585044594;0.03738975136765
390;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 4;-0.588817143535317;0.5704647930281215
391;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 5;0.09262542821605646;0.9282302134614328
392;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 6;-1.1359007908570198;0.28533995734699263
393;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 7;-1.3085047746819152;0.2231289602881474
394;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 8;-1.3448452992914717;0.21158244039605428
395;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;-2.7084993201793908;0.0240565365028892
396;k = 1, metryka = euclidean, liczba cech = 9;k = 1, metryka = minkowski, liczba cech = 1;8.244833523309751;1.7383396268025717e-05
397;k = 1, metryka = euclidean, liczba cech = 9;k = 1, metryka = minkowski, liczba cech = 2;10.67326456832113;2.0750513705635647e-06
398;k = 1, metryka = euclidean, liczba cech = 9;k = 1, metryka = minkowski, liczba cech = 3;5.526220461827166;0.00036752090203143916
399;k = 1, metryka = euclidean, liczba cech = 9;k = 1, metryka = minkowski, liczba cech = 4;5.90359613556166;0.0002280527237266466
400;k = 1, metryka = euclidean, liczba cech = 9;k = 1, metryka = minkowski, liczba cech = 5;3.9435794267038013;0.003387522208080976
401;k = 1, metryka = euclidean, liczba cech = 9;k = 1, metryka = minkowski, liczba cech = 6;3.4491937795330445;0.007283978561132826
402;k = 1, metryka = euclidean, liczba cech = 9;k = 1, metryka = minkowski, liczba cech = 7;2.382143571486313;0.041083089700150635
403;k = 1, metryka = euclidean, liczba cech = 9;k = 1, metryka = minkowski, liczba cech = 8;0.22203622296050748;0.8292421981464486
404;k = 1, metryka = euclidean, liczba cech = 9;k = 1, metryka = minkowski, liczba cech = 9;0.31353873796687365;0.7610162774797039
405;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 1;2.855575449247792;0.018916386207144906
406;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 2;2.944011809184862;0.016379567382617657
407;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 3;2.159941479079532;0.059073094611874565
408;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 4;-0.22843503374506569;0.8244139060266833
409;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 5;-0.8170551417276517;0.4349913037929737
410;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 6;-0.7348164790402867;0.4811583431737101
411;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 7;-2.6118869051363602;0.028183411293373085
412;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 8;-2.1359390415124127;0.061425540758607136
413;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 9;-4.796794486652202;0.0009780810339422839
414;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 1;3.2181327568445575;0.010520832129615883
415;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 2;4.168493453129788;0.0024170197500310406
416;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 3;3.9365756348447625;0.0034237026397163357
417;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 4;-1.5464904137112014;0.15638913906929647
418;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 5;-0.23450092178073928;0.8198440139105216
419;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 6;-1.770574507515289;0.1104064214126039
420;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 7;-3.475103981372766;0.0069922892304915465
421;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 8;-2.03426610182178;0.07243336950621206
422;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 9;-4.03132002671851;0.0029670752219336134
423;k = 1, metryka = euclidean, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 1;1.3998734203922203;0.19506528695471864
424;k = 1, metryka = euclidean, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 2;4.276305801874262;0.0020611150415404443
425;k = 1, metryka = euclidean, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 3;2.188902535494288;0.05635096715872607
426;k = 1, metryka = euclidean, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 4;-1.3014790077017253;0.2254213024167885
427;k = 1, metryka = euclidean, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 5;-2.0239540467974724;0.07365023451224878
428;k = 1, metryka = euclidean, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 6;-3.0568846515669055;0.013640163843484323
429;k = 1, metryka = euclidean, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 7;-1.786815671012434;0.1076113026576138
430;k = 1, metryka = euclidean, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 8;-1.9364870437728356;0.08478584241246652
431;k = 1, metryka = euclidean, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 9;-1.983908705016454;0.07856362302863153
432;k = 1, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 1;2.0089690394315696;0.07545344350838204
433;k = 1, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 2;2.661527339383998;0.02598068326314807
434;k = 1, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 3;2.06822291779389;0.0685611078710436
435;k = 1, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 4;-0.9296978059362874;0.37679002557018737
436;k = 1, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 5;-0.43327920139741416;0.6750108504134655
437;k = 1, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 6;-1.8268649046584517;0.10099706474450161
438;k = 1, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 7;-1.3111284515197417;0.2222779450088523
439;k = 1, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 8;-1.432625297983096;0.1857698493070302
440;k = 1, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 9;-3.9000019452516903;0.00361940054605484
441;k = 1, metryka = minkowski, liczba cech = 1;k = 1, metryka = minkowski, liczba cech = 2;0.47560160445979377;0.645689676718677
442;k = 1, metryka = minkowski, liczba cech = 1;k = 1, metryka = minkowski, liczba cech = 3;-0.17318376743368655;0.8663393499163773
443;k = 1, metryka = minkowski, liczba cech = 1;k = 1, metryka = minkowski, liczba cech = 4;-2.1478306213976173;0.06024892789849145
444;k = 1, metryka = minkowski, liczba cech = 1;k = 1, metryka = minkowski, liczba cech = 5;-1.4810992498946296;0.17271808529756827
445;k = 1, metryka = minkowski, liczba cech = 1;k = 1, metryka = minkowski, liczba cech = 6;-3.892362674786613;0.0036617517100207275
446;k = 1, metryka = minkowski, liczba cech = 1;k = 1, metryka = minkowski, liczba cech = 7;-4.117555626715232;0.0026074352177955016
447;k = 1, metryka = minkowski, liczba cech = 1;k = 1, metryka = minkowski, liczba cech = 8;-5.342753540604952;0.0004667789405828211
448;k = 1, metryka = minkowski, liczba cech = 1;k = 1, metryka = minkowski, liczba cech = 9;-5.591224853440892;0.0003380506892476147
449;k = 1, metryka = minkowski, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 1;-3.301720262399488;0.009204620316787492
450;k = 1, metryka = minkowski, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 2;-2.4257194072694994;0.038250156587625435
451;k = 1, metryka = minkowski, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 3;-2.618830837868112;0.027864308007339765
452;k = 1, metryka = minkowski, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 4;-7.620485842579761;3.256694257138745e-05
453;k = 1, metryka = minkowski, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 5;-6.655105115770834;9.319241695572476e-05
454;k = 1, metryka = minkowski, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 6;-5.760747575957218;0.0002725831777278916
455;k = 1, metryka = minkowski, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 7;-11.545041500806994;1.0694714756032893e-06
456;k = 1, metryka = minkowski, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 8;-9.234096213065923;6.9170534323178685e-06
457;k = 1, metryka = minkowski, liczba cech = 1;k = 5, metryka = euclidean, liczba cech = 9;-10.870108422618713;1.7794232182993647e-06
458;k = 1, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 1;-6.341818451525052;0.00013416690348773936
459;k = 1, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 2;-3.248063484929182;0.010028394045783989
460;k = 1, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 3;-2.593820731561879;0.029030968760207627
461;k = 1, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 4;-6.581923432030225;0.00010136418246624195
462;k = 1, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 5;-6.0784561608647305;0.00018399734242800206
463;k = 1, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 6;-8.06520644940234;2.0743596320096415e-05
464;k = 1, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 7;-8.976069980548534;8.726006384009121e-06
465;k = 1, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 8;-7.312936433521277;4.501883094278395e-05
466;k = 1, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 9;-8.857860641434712;9.723768697516197e-06
467;k = 1, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 1;-4.252774425073808;0.002133731633753212
468;k = 1, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 2;-2.714375733604012;0.023826187085529766
469;k = 1, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 3;-2.997448381904377;0.015018377986426443
470;k = 1, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 4;-9.040515778679124;8.229897629258592e-06
471;k = 1, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 5;-7.712975878144223;2.9602418734305102e-05
472;k = 1, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 6;-12.407717664287425;5.789784577211178e-07
473;k = 1, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 7;-7.6587377133550065;3.13031543102127e-05
474;k = 1, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 8;-11.287558514966918;1.2946304342888149e-06
475;k = 1, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 9;-6.77990957763166;8.086629137353493e-05
476;k = 1, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 1;-4.122965422557049;0.0025864753506915925
477;k = 1, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 2;-3.913990302918222;0.0035431887372935926
478;k = 1, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 3;-5.26636007881062;0.0005163568458989704
479;k = 1, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 4;-8.68900463253083;1.1373453959923481e-05
480;k = 1, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 5;-7.552324204110211;3.4959795317145924e-05
481;k = 1, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 6;-9.156013925290658;7.4166107864071546e-06
482;k = 1, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 7;-7.011496031474036;6.245028906735939e-05
483;k = 1, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 8;-5.940951536777194;0.00021775748240863895
484;k = 1, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 9;-8.08062562869709;2.0428835283894072e-05
485;k = 1, metryka = minkowski, liczba cech = 2;k = 1, metryka = minkowski, liczba cech = 3;-0.6830206981794867;0.5117910013082705
486;k = 1, metryka = minkowski, liczba cech = 2;k = 1, metryka = minkowski, liczba cech = 4;-2.709425284768218;0.024020090497261237
487;k = 1, metryka = minkowski, liczba cech = 2;k = 1, metryka = minkowski, liczba cech = 5;-2.064152517795522;0.06901456742444809
488;k = 1, metryka = minkowski, liczba cech = 2;k = 1, metryka = minkowski, liczba cech = 6;-5.984588514774365;0.0002063662608228595
489;k = 1, metryka = minkowski, liczba cech = 2;k = 1, metryka = minkowski, liczba cech = 7;-4.299354643108745;0.001992537046452975
490;k = 1, metryka = minkowski, liczba cech = 2;k = 1, metryka = minkowski, liczba cech = 8;-7.015551720129187;6.217170604307924e-05
491;k = 1, metryka = minkowski, liczba cech = 2;k = 1, metryka = minkowski, liczba cech = 9;-4.28454995066734;0.0020363011483806853
492;k = 1, metryka = minkowski, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 1;-4.0212040750989395;0.003012594260331031
493;k = 1, metryka = minkowski, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 2;-2.4828002082659317;0.03483104660902867
494;k = 1, metryka = minkowski, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 3;-2.6915549228656843;0.024733442654136583
495;k = 1, metryka = minkowski, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 4;-6.019653178833183;0.00019768195735644855
496;k = 1, metryka = minkowski, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 5;-5.38193407043193;0.00044336973772117944
497;k = 1, metryka = minkowski, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 6;-7.540054183279206;3.541066817204515e-05
498;k = 1, metryka = minkowski, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 7;-8.315134183505224;1.6235118899365034e-05
499;k = 1, metryka = minkowski, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 8;-7.870102407408458;2.522162511086661e-05
500;k = 1, metryka = minkowski, liczba cech = 2;k = 5, metryka = euclidean, liczba cech = 9;-12.660683596681153;4.871520138453247e-07
501;k = 1, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 1;-6.667662641649893;9.18638849117576e-05
502;k = 1, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 2;-3.9738680122434618;0.0032356565095048783
503;k = 1, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 3;-4.191134147267788;0.002337185650171143
504;k = 1, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 4;-7.02433220048125;6.157322341580063e-05
505;k = 1, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 5;-6.742152040838712;8.439621210353493e-05
506;k = 1, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 6;-7.878364556858055;2.5011824073084726e-05
507;k = 1, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 7;-11.932445511106623;8.07910152687291e-07
508;k = 1, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 8;-7.745842632538088;2.862128022147393e-05
509;k = 1, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 9;-10.599148746044452;2.2000814528876583e-06
510;k = 1, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 1;-3.72737387407456;0.004716564566056552
511;k = 1, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 2;-4.00152502914295;0.0031032806860701243
512;k = 1, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 3;-2.91415966647005;0.01719445076459524
513;k = 1, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 4;-10.054580030614702;3.419674025181483e-06
514;k = 1, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 5;-8.646395917447597;1.1836815904440989e-05
515;k = 1, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 6;-9.567557329813278;5.163366616005002e-06
516;k = 1, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 7;-8.015368167796938;2.179794019316064e-05
517;k = 1, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 8;-7.685690612079023;3.044497917377185e-05
518;k = 1, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 9;-7.913254278379331;2.4146739133558285e-05
519;k = 1, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 1;-5.7312757276071356;0.00028289760547060854
520;k = 1, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 2;-3.4683311592864983;0.0070673362827045946
521;k = 1, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 3;-5.9815612637227815;0.0002071352291807633
522;k = 1, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 4;-6.993523259455163;6.370136128175625e-05
523;k = 1, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 5;-7.444038116224662;3.916701720899516e-05
524;k = 1, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 6;-9.258424907428846;6.769061702778779e-06
525;k = 1, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 7;-6.566227015260371;0.00010321686488322547
526;k = 1, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 8;-6.906504006394718;7.015896843353004e-05
527;k = 1, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 9;-11.745614348030646;9.239741731270274e-07
528;k = 1, metryka = minkowski, liczba cech = 3;k = 1, metryka = minkowski, liczba cech = 4;-1.1371988927863974;0.28482475604591106
529;k = 1, metryka = minkowski, liczba cech = 3;k = 1, metryka = minkowski, liczba cech = 5;-1.051098379435591;0.32061596544309323
530;k = 1, metryka = minkowski, liczba cech = 3;k = 1, metryka = minkowski, liczba cech = 6;-2.7701967623571417;0.021746511168961983
531;k = 1, metryka = minkowski, liczba cech = 3;k = 1, metryka = minkowski, liczba cech = 7;-3.078717856164841;0.013167208347191525
532;k = 1, metryka = minkowski, liczba cech = 3;k = 1, metryka = minkowski, liczba cech = 8;-3.8851089579580456;0.003702450920034224
533;k = 1, metryka = minkowski, liczba cech = 3;k = 1, metryka = minkowski, liczba cech = 9;-3.749938618552867;0.004555109984776299
534;k = 1, metryka = minkowski, liczba cech = 3;k = 5, metryka = euclidean, liczba cech = 1;-2.4285961071986;0.03807011404353551
535;k = 1, metryka = minkowski, liczba cech = 3;k = 5, metryka = euclidean, liczba cech = 2;-1.5819979402342415;0.14810908590688213
536;k = 1, metryka = minkowski, liczba cech = 3;k = 5, metryka = euclidean, liczba cech = 3;-2.030897302135282;0.07282876865633722
537;k = 1, metryka = minkowski, liczba cech = 3;k = 5, metryka = euclidean, liczba cech = 4;-5.160705327735886;0.0005945289083445896
538;k = 1, metryka = minkowski, liczba cech = 3;k = 5, metryka = euclidean, liczba cech = 5;-4.432438726169312;0.001641351921548983
539;k = 1, metryka = minkowski, liczba cech = 3;k = 5, metryka = euclidean, liczba cech = 6;-5.42769078918813;0.0004176272476094269
540;k = 1, metryka = minkowski, liczba cech = 3;k = 5, metryka = euclidean, liczba cech = 7;-6.1888863037908655;0.00016100087977113944
541;k = 1, metryka = minkowski, liczba cech = 3;k = 5, metryka = euclidean, liczba cech = 8;-5.177462840299961;0.000581321681846282
542;k = 1, metryka = minkowski, liczba cech = 3;k = 5, metryka = euclidean, liczba cech = 9;-6.7051064672023815;8.802370393411116e-05
543;k = 1, metryka = minkowski, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 1;-4.221756628097987;0.0022336440751745974
544;k = 1, metryka = minkowski, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 2;-2.5471379485612498;0.03134157192919292
545;k = 1, metryka = minkowski, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 3;-2.148890847289682;0.06014509112588186
546;k = 1, metryka = minkowski, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 4;-6.1142968475260675;0.00017616428817009158
547;k = 1, metryka = minkowski, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 5;-5.684239984819117;0.00030024675440439784
548;k = 1, metryka = minkowski, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 6;-5.830586382634044;0.000249734566777284
549;k = 1, metryka = minkowski, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 7;-6.698619438051168;8.867625385437688e-05
550;k = 1, metryka = minkowski, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 8;-6.639111961321455;9.491487308408985e-05
551;k = 1, metryka = minkowski, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 9;-5.989159336067757;0.00020521107592085645
552;k = 1, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 1;-3.0106859542899667;0.014699500351587328
553;k = 1, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 2;-2.018759208769146;0.07427063377861111
554;k = 1, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 3;-2.823867519121788;0.019920827399474216
555;k = 1, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 4;-6.123834378624606;0.0001741414891258771
556;k = 1, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 5;-5.484905570756644;0.0003876907189684633
557;k = 1, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 6;-7.4000943470868705;4.103000259354734e-05
558;k = 1, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 7;-7.17062917345588;5.247498227965817e-05
559;k = 1, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 8;-5.625979891651122;0.00032335334585375776
560;k = 1, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 9;-4.648280240031378;0.001205045805212243
561;k = 1, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 1;-3.1479607108904037;0.011776137015694374
562;k = 1, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 2;-2.8104371741957523;0.020362510372366097
563;k = 1, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 3;-3.0838959654051585;0.013057540698339106
